horodatage,utilisateur,source_ip,systeme,type_evenement,resultat
2026-03-21 07:19:58,l.henry,10.20.3.195,active_directory,connexion_reussie,succes
2026-03-21 07:20:29,l.henry,10.20.10.34,vpn,connexion_reussie,succes
2026-03-21 07:20:35,t.robin,10.20.3.48,active_directory,connexion_reussie,succes
2026-03-21 07:22:01,l.henry,10.20.12.30,portail_client,connexion_reussie,succes
2026-03-21 07:22:03,m.roux,10.20.9.217,scada,connexion_reussie,succes
2026-03-21 07:22:27,f.petit,10.20.2.195,scada,connexion_reussie,succes
2026-03-21 07:23:42,e.blanc,10.20.5.100,api_espace_client,connexion_reussie,succes
2026-03-21 07:23:53,a.bernard,10.20.6.211,scada,connexion_reussie,succes
2026-03-21 07:27:24,j.morel,10.20.7.7,portail_client,connexion_reussie,succes
2026-03-21 07:27:26,n.faure,10.20.7.148,active_directory,connexion_reussie,succes
2026-03-21 07:28:27,c.dubois,10.20.7.179,api_espace_client,connexion_reussie,succes
2026-03-21 07:29:47,f.petit,10.20.5.216,active_directory,connexion_echouee,echec
2026-03-21 07:32:20,a.bernard,10.20.6.203,serveur_bi,connexion_reussie,succes
2026-03-21 07:32:31,p.garcia,10.20.10.83,active_directory,connexion_reussie,succes
2026-03-21 07:33:17,p.garcia,10.20.9.150,plateforme_data,connexion_reussie,succes
2026-03-21 07:33:56,j.morel,10.20.2.75,serveur_bi,export_donnees,succes
2026-03-21 07:34:33,t.robin,10.20.11.38,serveur_bi,connexion_reussie,succes
2026-03-21 07:38:39,f.petit,10.20.4.11,active_directory,export_donnees,succes
2026-03-21 07:39:08,admin.sys,10.20.5.79,portail_client,connexion_reussie,succes
2026-03-21 07:39:23,prestataire_ext,10.20.3.7,scada,connexion_reussie,succes
2026-03-21 07:40:34,a.bernard,10.20.12.226,api_espace_client,connexion_reussie,succes
2026-03-21 07:40:48,l.henry,10.20.1.173,serveur_bi,export_donnees,succes
2026-03-21 07:41:41,a.bernard,10.20.3.194,vpn,modification_config,succes
2026-03-21 07:43:01,m.roux,10.20.8.116,plateforme_data,connexion_reussie,succes
2026-03-21 07:43:04,admin.sys,10.20.2.176,scada,modification_config,succes
2026-03-21 07:43:34,t.robin,10.20.6.168,scada,connexion_reussie,succes
2026-03-21 07:46:31,j.morel,10.20.12.144,api_espace_client,connexion_reussie,succes
2026-03-21 07:47:28,prestataire_ext,10.20.4.73,serveur_bi,connexion_reussie,succes
2026-03-21 07:49:49,c.dubois,10.20.10.152,portail_client,acces_refuse,echec
2026-03-21 07:51:13,l.henry,10.20.3.196,plateforme_data,connexion_reussie,succes
2026-03-21 07:52:42,l.henry,10.20.11.77,api_espace_client,connexion_reussie,succes
2026-03-21 07:55:01,m.roux,10.20.9.154,vpn,connexion_reussie,succes
2026-03-21 07:55:14,svc_batch,10.20.9.149,serveur_bi,connexion_reussie,succes
2026-03-21 07:55:47,s.leroy,10.20.7.49,plateforme_data,connexion_reussie,succes
2026-03-21 08:00:50,prestataire_ext,10.20.9.119,active_directory,connexion_reussie,succes
2026-03-21 08:02:01,m.roux,10.20.8.71,portail_client,connexion_reussie,succes
2026-03-21 08:02:23,n.faure,10.20.9.155,active_directory,connexion_reussie,succes
2026-03-21 08:02:39,p.garcia,10.20.11.50,active_directory,connexion_reussie,succes
2026-03-21 08:03:12,p.garcia,10.20.12.215,active_directory,connexion_reussie,succes
2026-03-21 08:03:27,f.petit,10.20.0.154,plateforme_data,connexion_reussie,succes
2026-03-21 08:05:18,j.morel,10.20.6.148,vpn,connexion_reussie,succes
2026-03-21 08:10:04,a.bernard,10.20.9.26,plateforme_data,connexion_reussie,succes
2026-03-21 08:10:09,m.roux,10.20.5.41,vpn,connexion_reussie,succes
2026-03-21 08:10:53,t.robin,10.20.5.199,active_directory,connexion_echouee,echec
2026-03-21 08:11:12,e.blanc,10.20.1.51,active_directory,connexion_reussie,succes
2026-03-21 08:12:29,l.henry,10.20.4.60,serveur_bi,connexion_reussie,succes
2026-03-21 08:12:44,c.dubois,10.20.6.254,scada,connexion_reussie,succes
2026-03-21 08:13:20,p.garcia,10.20.4.246,active_directory,modification_config,succes
2026-03-21 08:14:01,l.henry,10.20.8.47,scada,connexion_reussie,succes
2026-03-21 08:18:38,prestataire_ext,10.20.5.234,portail_client,connexion_reussie,succes
2026-03-21 08:20:26,a.bernard,10.20.8.224,scada,connexion_reussie,succes
2026-03-21 08:23:23,a.bernard,10.20.8.105,active_directory,connexion_reussie,succes
2026-03-21 08:23:31,n.faure,10.20.4.25,portail_client,connexion_reussie,succes
2026-03-21 08:27:27,a.bernard,10.20.10.82,portail_client,connexion_reussie,succes
2026-03-21 08:27:43,c.dubois,10.20.6.25,active_directory,connexion_reussie,succes
2026-03-21 08:27:51,a.bernard,10.20.12.218,serveur_bi,connexion_reussie,succes
2026-03-21 08:30:27,l.henry,10.20.11.26,portail_client,connexion_reussie,succes
2026-03-21 08:33:20,prestataire_ext,10.20.8.183,scada,connexion_echouee,echec
2026-03-21 08:33:48,svc_batch,10.20.5.205,portail_client,connexion_reussie,succes
2026-03-21 08:35:36,f.petit,10.20.1.55,active_directory,connexion_reussie,succes
2026-03-21 08:35:44,j.morel,10.20.11.8,api_espace_client,connexion_reussie,succes
2026-03-21 08:40:17,admin.sys,10.20.11.223,active_directory,connexion_reussie,succes
2026-03-21 08:42:11,t.robin,10.20.10.120,plateforme_data,connexion_reussie,succes
2026-03-21 08:42:48,l.henry,10.20.7.174,plateforme_data,connexion_reussie,succes
2026-03-21 08:43:31,admin.sys,10.20.8.72,portail_client,connexion_echouee,echec
2026-03-21 08:44:04,a.bernard,10.20.6.243,plateforme_data,connexion_reussie,succes
2026-03-21 08:45:40,n.faure,10.20.10.210,portail_client,connexion_reussie,succes
2026-03-21 08:47:05,e.blanc,10.20.3.15,portail_client,connexion_reussie,succes
2026-03-21 08:52:43,c.dubois,10.20.3.64,portail_client,connexion_reussie,succes
2026-03-21 08:57:00,c.dubois,10.20.8.114,vpn,connexion_reussie,succes
2026-03-21 08:57:27,p.garcia,10.20.0.89,vpn,connexion_reussie,succes
2026-03-21 08:57:43,j.morel,10.20.8.126,api_espace_client,connexion_reussie,succes
2026-03-21 09:01:42,m.roux,10.20.8.85,serveur_bi,connexion_reussie,succes
2026-03-21 09:02:29,m.roux,10.20.4.168,active_directory,connexion_reussie,succes
2026-03-21 09:03:18,n.faure,10.20.11.172,serveur_bi,connexion_reussie,succes
2026-03-21 09:03:21,m.roux,10.20.5.250,plateforme_data,connexion_reussie,succes
2026-03-21 09:04:37,j.morel,10.20.12.58,scada,connexion_reussie,succes
2026-03-21 09:09:28,e.blanc,10.20.3.27,scada,connexion_reussie,succes
2026-03-21 09:10:11,prestataire_ext,10.20.7.229,vpn,connexion_reussie,succes
2026-03-21 09:10:47,s.leroy,10.20.9.36,active_directory,connexion_reussie,succes
2026-03-21 09:12:41,n.faure,10.20.3.201,serveur_bi,connexion_echouee,echec
2026-03-21 09:13:52,p.garcia,10.20.5.71,active_directory,connexion_reussie,succes
2026-03-21 09:16:41,l.henry,10.20.8.22,active_directory,connexion_reussie,succes
2026-03-21 09:16:42,svc_batch,10.20.7.222,scada,connexion_reussie,succes
2026-03-21 09:17:05,admin.sys,10.20.8.156,serveur_bi,connexion_reussie,succes
2026-03-21 09:17:21,m.roux,10.20.4.43,scada,connexion_reussie,succes
2026-03-21 09:18:57,f.petit,10.20.7.167,vpn,connexion_reussie,succes
2026-03-21 09:19:13,e.blanc,10.20.11.47,scada,connexion_reussie,succes
2026-03-21 09:19:36,a.bernard,10.20.0.62,active_directory,connexion_echouee,echec
2026-03-21 09:19:41,m.roux,10.20.2.34,plateforme_data,connexion_reussie,succes
2026-03-21 09:20:07,svc_batch,10.20.5.169,serveur_bi,connexion_reussie,succes
2026-03-21 09:20:15,s.leroy,10.20.10.53,plateforme_data,connexion_reussie,succes
2026-03-21 09:20:33,n.faure,10.20.0.90,portail_client,export_donnees,succes
2026-03-21 09:21:33,m.roux,10.20.7.9,portail_client,connexion_reussie,succes
2026-03-21 09:22:57,m.roux,10.20.7.213,api_espace_client,connexion_reussie,succes
2026-03-21 09:23:48,p.garcia,10.20.3.159,active_directory,connexion_reussie,succes
2026-03-21 09:24:04,a.bernard,10.20.6.211,scada,connexion_reussie,succes
2026-03-21 09:24:35,f.petit,10.20.11.175,serveur_bi,connexion_reussie,succes
2026-03-21 09:25:34,c.dubois,10.20.7.65,serveur_bi,connexion_reussie,succes
2026-03-21 09:26:44,n.faure,10.20.9.182,api_espace_client,connexion_reussie,succes
2026-03-21 09:27:10,c.dubois,10.20.11.231,vpn,connexion_reussie,succes
2026-03-21 09:29:21,j.morel,10.20.7.70,plateforme_data,connexion_reussie,succes
2026-03-21 09:31:14,svc_batch,10.20.7.208,api_espace_client,connexion_reussie,succes
2026-03-21 09:35:04,p.garcia,10.20.5.105,active_directory,connexion_reussie,succes
2026-03-21 09:37:07,j.morel,10.20.6.224,scada,connexion_reussie,succes
2026-03-21 09:37:41,f.petit,10.20.5.252,portail_client,connexion_reussie,succes
2026-03-21 09:37:58,e.blanc,10.20.12.83,active_directory,connexion_reussie,succes
2026-03-21 09:39:50,j.morel,10.20.3.251,scada,acces_refuse,echec
2026-03-21 09:41:35,prestataire_ext,10.20.12.6,portail_client,connexion_reussie,succes
2026-03-21 09:41:51,p.garcia,10.20.12.73,active_directory,connexion_reussie,succes
2026-03-21 09:42:07,prestataire_ext,10.20.1.119,serveur_bi,connexion_reussie,succes
2026-03-21 09:43:39,j.morel,10.20.10.254,scada,connexion_echouee,echec
2026-03-21 09:46:13,s.leroy,10.20.7.89,vpn,connexion_reussie,succes
2026-03-21 09:47:46,a.bernard,10.20.0.241,serveur_bi,connexion_reussie,succes
2026-03-21 09:49:32,m.roux,10.20.5.80,api_espace_client,connexion_reussie,succes
2026-03-21 09:49:51,m.roux,10.20.9.240,scada,connexion_reussie,succes
2026-03-21 09:52:08,admin.sys,10.20.10.164,api_espace_client,connexion_reussie,succes
2026-03-21 09:52:10,prestataire_ext,10.20.12.36,serveur_bi,connexion_reussie,succes
2026-03-21 09:54:24,j.morel,10.20.9.87,scada,connexion_reussie,succes
2026-03-21 09:55:58,n.faure,10.20.4.238,active_directory,connexion_reussie,succes
2026-03-21 09:56:17,t.robin,10.20.9.127,scada,connexion_reussie,succes
2026-03-21 09:56:18,j.morel,10.20.5.53,vpn,connexion_reussie,succes
2026-03-21 10:00:40,m.roux,10.20.1.234,portail_client,connexion_reussie,succes
2026-03-21 10:03:02,f.petit,10.20.8.44,scada,connexion_reussie,succes
2026-03-21 10:05:09,svc_batch,10.20.11.253,serveur_bi,connexion_reussie,succes
2026-03-21 10:05:47,p.garcia,10.20.2.134,serveur_bi,connexion_reussie,succes
2026-03-21 10:06:46,prestataire_ext,10.20.10.241,serveur_bi,modification_config,succes
2026-03-21 10:06:58,m.roux,10.20.8.31,active_directory,connexion_reussie,succes
2026-03-21 10:07:52,admin.sys,10.20.7.90,serveur_bi,connexion_reussie,succes
2026-03-21 10:09:01,l.henry,10.20.3.103,plateforme_data,connexion_reussie,succes
2026-03-21 10:10:17,n.faure,10.20.9.111,serveur_bi,connexion_reussie,succes
2026-03-21 10:10:20,c.dubois,10.20.3.51,api_espace_client,connexion_reussie,succes
2026-03-21 10:19:17,p.garcia,10.20.0.181,portail_client,connexion_echouee,echec
2026-03-21 10:21:49,n.faure,10.20.12.210,active_directory,connexion_reussie,succes
2026-03-21 10:22:49,p.garcia,10.20.0.41,portail_client,connexion_reussie,succes
2026-03-21 10:26:25,t.robin,10.20.12.30,serveur_bi,connexion_reussie,succes
2026-03-21 10:28:06,f.petit,10.20.9.242,plateforme_data,connexion_reussie,succes
2026-03-21 10:28:17,l.henry,10.20.2.205,plateforme_data,connexion_reussie,succes
2026-03-21 10:29:08,t.robin,10.20.0.78,api_espace_client,connexion_reussie,succes
2026-03-21 10:29:33,e.blanc,10.20.5.114,api_espace_client,connexion_reussie,succes
2026-03-21 10:29:43,l.henry,10.20.10.41,portail_client,connexion_reussie,succes
2026-03-21 10:30:11,e.blanc,10.20.7.212,api_espace_client,connexion_reussie,succes
2026-03-21 10:30:24,t.robin,10.20.11.209,serveur_bi,connexion_reussie,succes
2026-03-21 10:30:35,l.henry,10.20.7.155,plateforme_data,connexion_echouee,echec
2026-03-21 10:31:13,n.faure,10.20.1.88,scada,connexion_reussie,succes
2026-03-21 10:33:41,n.faure,10.20.12.25,active_directory,connexion_reussie,succes
2026-03-21 10:35:44,f.petit,10.20.5.132,active_directory,connexion_reussie,succes
2026-03-21 10:40:04,admin.sys,10.20.5.109,scada,export_donnees,succes
2026-03-21 10:40:45,a.bernard,10.20.3.61,scada,connexion_reussie,succes
2026-03-21 10:41:12,e.blanc,10.20.3.10,vpn,connexion_reussie,succes
2026-03-21 10:41:16,j.morel,10.20.7.117,vpn,connexion_reussie,succes
2026-03-21 10:42:17,p.garcia,10.20.11.146,api_espace_client,connexion_reussie,succes
2026-03-21 10:43:13,c.dubois,10.20.3.237,portail_client,connexion_reussie,succes
2026-03-21 10:50:40,svc_batch,10.20.5.51,api_espace_client,connexion_reussie,succes
2026-03-21 10:51:57,e.blanc,10.20.4.63,scada,connexion_reussie,succes
2026-03-21 10:54:00,f.petit,10.20.2.158,plateforme_data,connexion_reussie,succes
2026-03-21 10:54:43,j.morel,10.20.4.226,active_directory,connexion_reussie,succes
2026-03-21 10:54:50,admin.sys,10.20.4.185,serveur_bi,connexion_reussie,succes
2026-03-21 10:57:32,c.dubois,10.20.11.97,serveur_bi,connexion_echouee,echec
2026-03-21 11:01:02,c.dubois,10.20.6.138,plateforme_data,connexion_reussie,succes
2026-03-21 11:01:41,a.bernard,10.20.8.138,plateforme_data,connexion_reussie,succes
2026-03-21 11:01:56,f.petit,10.20.5.156,scada,connexion_reussie,succes
2026-03-21 11:08:28,svc_batch,10.20.5.39,portail_client,connexion_reussie,succes
2026-03-21 11:08:49,n.faure,10.20.7.117,plateforme_data,connexion_reussie,succes
2026-03-21 11:10:24,a.bernard,10.20.4.208,scada,connexion_reussie,succes
2026-03-21 11:16:08,admin.sys,10.20.3.106,portail_client,connexion_reussie,succes
2026-03-21 11:16:22,p.garcia,10.20.6.23,active_directory,connexion_reussie,succes
2026-03-21 11:16:48,f.petit,10.20.11.122,vpn,connexion_reussie,succes
2026-03-21 11:16:51,svc_batch,10.20.0.55,scada,connexion_reussie,succes
2026-03-21 11:17:12,admin.sys,10.20.5.253,portail_client,connexion_reussie,succes
2026-03-21 11:21:52,e.blanc,10.20.10.23,api_espace_client,connexion_reussie,succes
2026-03-21 11:22:51,p.garcia,10.20.4.89,serveur_bi,connexion_reussie,succes
2026-03-21 11:23:33,c.dubois,10.20.5.168,vpn,connexion_reussie,succes
2026-03-21 11:25:27,n.faure,10.20.10.3,vpn,connexion_reussie,succes
2026-03-21 11:27:36,svc_batch,10.20.0.250,plateforme_data,export_donnees,succes
2026-03-21 11:28:19,j.morel,10.20.6.169,portail_client,connexion_reussie,succes
2026-03-21 11:28:41,c.dubois,10.20.0.197,serveur_bi,connexion_reussie,succes
2026-03-21 11:35:49,t.robin,10.20.7.122,api_espace_client,connexion_reussie,succes
2026-03-21 11:40:39,a.bernard,10.20.11.162,api_espace_client,connexion_reussie,succes
2026-03-21 11:41:28,a.bernard,10.20.10.36,plateforme_data,export_donnees,succes
2026-03-21 11:41:39,m.roux,10.20.12.233,api_espace_client,connexion_reussie,succes
2026-03-21 11:42:53,svc_batch,10.20.2.83,api_espace_client,connexion_reussie,succes
2026-03-21 11:44:13,j.morel,10.20.8.243,active_directory,connexion_reussie,succes
2026-03-21 11:44:19,e.blanc,10.20.3.234,active_directory,connexion_reussie,succes
2026-03-21 11:45:38,s.leroy,10.20.6.129,scada,connexion_reussie,succes
2026-03-21 11:45:44,e.blanc,10.20.11.189,portail_client,connexion_reussie,succes
2026-03-21 11:50:07,p.garcia,10.20.3.149,serveur_bi,connexion_reussie,succes
2026-03-21 11:50:48,j.morel,10.20.10.159,active_directory,connexion_reussie,succes
2026-03-21 11:51:04,p.garcia,10.20.0.142,api_espace_client,connexion_reussie,succes
2026-03-21 11:56:51,s.leroy,10.20.6.233,vpn,connexion_echouee,echec
2026-03-21 11:58:33,m.roux,10.20.8.233,vpn,connexion_reussie,succes
2026-03-21 11:59:22,svc_batch,10.20.0.61,active_directory,connexion_reussie,succes
2026-03-21 12:00:10,s.leroy,10.20.3.226,serveur_bi,connexion_reussie,succes
2026-03-21 12:01:18,admin.sys,10.20.1.177,serveur_bi,connexion_reussie,succes
2026-03-21 12:02:01,p.garcia,10.20.10.21,vpn,connexion_reussie,succes
2026-03-21 12:03:06,l.henry,10.20.7.242,active_directory,acces_refuse,echec
2026-03-21 12:04:53,n.faure,10.20.10.79,serveur_bi,connexion_reussie,succes
2026-03-21 12:06:40,prestataire_ext,10.20.1.183,serveur_bi,connexion_reussie,succes
2026-03-21 12:06:50,n.faure,10.20.4.94,plateforme_data,connexion_reussie,succes
2026-03-21 12:07:32,f.petit,10.20.7.110,serveur_bi,connexion_reussie,succes
2026-03-21 12:08:09,c.dubois,10.20.7.225,vpn,connexion_reussie,succes
2026-03-21 12:08:40,a.bernard,10.20.4.217,portail_client,connexion_echouee,echec
2026-03-21 12:09:49,admin.sys,10.20.6.181,plateforme_data,connexion_reussie,succes
2026-03-21 12:11:11,svc_batch,10.20.4.122,scada,connexion_reussie,succes
2026-03-21 12:11:31,s.leroy,10.20.9.155,portail_client,connexion_reussie,succes
2026-03-21 12:11:49,a.bernard,10.20.3.229,plateforme_data,connexion_reussie,succes
2026-03-21 12:13:45,t.robin,10.20.4.74,serveur_bi,connexion_reussie,succes
2026-03-21 12:14:07,p.garcia,10.20.8.163,scada,connexion_reussie,succes
2026-03-21 12:14:21,f.petit,10.20.11.153,serveur_bi,connexion_reussie,succes
2026-03-21 12:21:14,admin.sys,10.20.3.48,portail_client,connexion_reussie,succes
2026-03-21 12:21:51,m.roux,10.20.11.40,api_espace_client,connexion_reussie,succes
2026-03-21 12:23:45,c.dubois,10.20.10.163,plateforme_data,connexion_reussie,succes
2026-03-21 12:27:39,m.roux,10.20.2.89,active_directory,modification_config,succes
2026-03-21 12:30:23,prestataire_ext,10.20.3.110,plateforme_data,connexion_reussie,succes
2026-03-21 12:33:18,l.henry,10.20.2.124,active_directory,connexion_reussie,succes
2026-03-21 12:34:48,svc_batch,10.20.7.164,plateforme_data,connexion_reussie,succes
2026-03-21 12:40:32,j.morel,10.20.3.211,scada,modification_config,succes
2026-03-21 12:40:37,m.roux,10.20.1.34,serveur_bi,export_donnees,succes
2026-03-21 12:45:36,a.bernard,10.20.10.138,api_espace_client,connexion_reussie,succes
2026-03-21 12:46:11,e.blanc,10.20.0.94,serveur_bi,connexion_reussie,succes
2026-03-21 12:46:39,p.garcia,10.20.11.161,scada,connexion_reussie,succes
2026-03-21 12:48:31,admin.sys,10.20.1.20,serveur_bi,connexion_reussie,succes
2026-03-21 12:48:40,p.garcia,10.20.8.16,portail_client,connexion_echouee,echec
2026-03-21 12:48:42,prestataire_ext,10.20.9.218,scada,connexion_reussie,succes
2026-03-21 12:49:09,admin.sys,10.20.2.229,plateforme_data,connexion_reussie,succes
2026-03-21 12:49:17,prestataire_ext,10.20.2.7,vpn,connexion_reussie,succes
2026-03-21 12:50:07,e.blanc,10.20.10.61,serveur_bi,connexion_reussie,succes
2026-03-21 12:50:17,admin.sys,10.20.11.170,plateforme_data,connexion_reussie,succes
2026-03-21 12:51:03,j.morel,10.20.11.182,plateforme_data,connexion_reussie,succes
2026-03-21 12:51:34,prestataire_ext,10.20.11.20,serveur_bi,connexion_reussie,succes
2026-03-21 12:56:50,n.faure,10.20.0.75,plateforme_data,export_donnees,succes
2026-03-21 12:59:56,l.henry,10.20.9.65,active_directory,connexion_reussie,succes
2026-03-21 13:00:55,l.henry,10.20.6.110,scada,connexion_reussie,succes
2026-03-21 13:02:10,e.blanc,10.20.8.54,active_directory,connexion_reussie,succes
2026-03-21 13:03:17,e.blanc,10.20.5.155,vpn,connexion_reussie,succes
2026-03-21 13:04:22,f.petit,10.20.6.252,active_directory,connexion_reussie,succes
2026-03-21 13:05:22,s.leroy,10.20.6.162,serveur_bi,connexion_reussie,succes
2026-03-21 13:05:29,p.garcia,10.20.0.253,vpn,connexion_echouee,echec
2026-03-21 13:06:59,f.petit,10.20.3.106,portail_client,connexion_reussie,succes
2026-03-21 13:09:57,n.faure,10.20.0.230,api_espace_client,connexion_reussie,succes
2026-03-21 13:10:03,m.roux,10.20.3.79,scada,connexion_reussie,succes
2026-03-21 13:10:38,l.henry,10.20.1.201,plateforme_data,connexion_reussie,succes
2026-03-21 13:10:45,p.garcia,10.20.9.178,serveur_bi,connexion_reussie,succes
2026-03-21 13:11:10,e.blanc,10.20.3.126,active_directory,acces_refuse,echec
2026-03-21 13:11:10,l.henry,10.20.2.175,active_directory,connexion_reussie,succes
2026-03-21 13:14:00,m.roux,10.20.1.174,plateforme_data,connexion_reussie,succes
2026-03-21 13:16:13,admin.sys,10.20.1.10,scada,connexion_reussie,succes
2026-03-21 13:16:58,e.blanc,10.20.12.142,active_directory,connexion_reussie,succes
2026-03-21 13:17:18,l.henry,10.20.4.164,api_espace_client,connexion_reussie,succes
2026-03-21 13:19:46,c.dubois,10.20.11.245,vpn,connexion_reussie,succes
2026-03-21 13:20:15,e.blanc,10.20.4.38,serveur_bi,connexion_reussie,succes
2026-03-21 13:24:23,n.faure,10.20.2.219,api_espace_client,connexion_reussie,succes
2026-03-21 13:25:59,prestataire_ext,10.20.8.58,plateforme_data,connexion_reussie,succes
2026-03-21 13:27:45,svc_batch,10.20.12.226,plateforme_data,connexion_reussie,succes
2026-03-21 13:29:30,a.bernard,10.20.4.133,scada,acces_refuse,echec
2026-03-21 13:29:40,s.leroy,10.20.11.41,plateforme_data,connexion_reussie,succes
2026-03-21 13:30:19,f.petit,10.20.0.233,active_directory,connexion_reussie,succes
2026-03-21 13:32:55,e.blanc,10.20.4.175,api_espace_client,connexion_reussie,succes
2026-03-21 13:32:55,l.henry,10.20.6.146,api_espace_client,connexion_echouee,echec
2026-03-21 13:34:50,a.bernard,10.20.10.36,vpn,connexion_reussie,succes
2026-03-21 13:36:35,m.roux,10.20.1.41,plateforme_data,connexion_reussie,succes
2026-03-21 13:37:01,j.morel,10.20.12.87,vpn,connexion_reussie,succes
2026-03-21 13:37:12,m.roux,10.20.6.43,api_espace_client,connexion_reussie,succes
2026-03-21 13:39:15,admin.sys,10.20.2.62,api_espace_client,export_donnees,succes
2026-03-21 13:39:42,j.morel,10.20.4.45,api_espace_client,connexion_reussie,succes
2026-03-21 13:44:19,s.leroy,10.20.0.34,serveur_bi,connexion_reussie,succes
2026-03-21 13:45:16,prestataire_ext,10.20.9.161,serveur_bi,connexion_reussie,succes
2026-03-21 13:45:40,n.faure,10.20.8.172,active_directory,connexion_reussie,succes
2026-03-21 13:46:35,f.petit,10.20.1.94,serveur_bi,connexion_reussie,succes
2026-03-21 13:48:23,c.dubois,10.20.6.239,portail_client,connexion_reussie,succes
2026-03-21 13:48:38,admin.sys,10.20.9.189,api_espace_client,connexion_reussie,succes
2026-03-21 13:52:10,s.leroy,10.20.1.143,vpn,connexion_reussie,succes
2026-03-21 13:52:31,c.dubois,10.20.3.35,vpn,connexion_reussie,succes
2026-03-21 13:56:20,l.henry,10.20.0.66,plateforme_data,connexion_reussie,succes
2026-03-21 13:57:17,c.dubois,10.20.0.121,scada,connexion_reussie,succes
2026-03-21 13:58:21,l.henry,10.20.4.77,scada,connexion_reussie,succes
2026-03-21 13:59:04,t.robin,10.20.6.178,serveur_bi,connexion_reussie,succes
2026-03-21 13:59:48,j.morel,10.20.6.45,active_directory,connexion_echouee,echec
2026-03-21 14:00:12,t.robin,10.20.12.60,serveur_bi,export_donnees,succes
2026-03-21 14:01:01,e.blanc,10.20.7.4,api_espace_client,connexion_reussie,succes
2026-03-21 14:02:48,t.robin,10.20.0.131,serveur_bi,connexion_reussie,succes
2026-03-21 14:04:31,n.faure,10.20.4.70,api_espace_client,connexion_reussie,succes
2026-03-21 14:06:07,t.robin,10.20.8.133,active_directory,connexion_reussie,succes
2026-03-21 14:06:22,p.garcia,10.20.6.183,scada,connexion_reussie,succes
2026-03-21 14:07:48,svc_batch,10.20.12.70,portail_client,connexion_reussie,succes
2026-03-21 14:08:36,s.leroy,10.20.9.140,vpn,connexion_reussie,succes
2026-03-21 14:10:33,j.morel,10.20.3.21,serveur_bi,connexion_reussie,succes
2026-03-21 14:12:12,svc_batch,10.20.6.21,scada,connexion_reussie,succes
2026-03-21 14:12:36,j.morel,10.20.10.175,serveur_bi,modification_config,succes
2026-03-21 14:15:16,n.faure,10.20.1.187,vpn,connexion_reussie,succes
2026-03-21 14:15:45,t.robin,10.20.6.188,active_directory,connexion_reussie,succes
2026-03-21 14:20:15,l.henry,10.20.3.38,active_directory,connexion_reussie,succes
2026-03-21 14:20:23,c.dubois,10.20.11.238,serveur_bi,connexion_reussie,succes
2026-03-21 14:22:49,p.garcia,10.20.12.114,vpn,connexion_reussie,succes
2026-03-21 14:23:26,m.roux,10.20.0.155,portail_client,connexion_reussie,succes
2026-03-21 14:25:31,s.leroy,10.20.9.145,api_espace_client,connexion_reussie,succes
2026-03-21 14:25:46,n.faure,10.20.7.4,vpn,connexion_reussie,succes
2026-03-21 14:26:17,svc_batch,10.20.4.121,portail_client,connexion_reussie,succes
2026-03-21 14:26:56,m.roux,10.20.11.193,serveur_bi,connexion_reussie,succes
2026-03-21 14:29:53,m.roux,10.20.12.159,portail_client,connexion_reussie,succes
2026-03-21 14:33:00,n.faure,10.20.3.38,api_espace_client,connexion_reussie,succes
2026-03-21 14:33:27,p.garcia,10.20.10.80,scada,connexion_reussie,succes
2026-03-21 14:33:29,c.dubois,10.20.9.242,scada,connexion_reussie,succes
2026-03-21 14:37:15,n.faure,10.20.0.81,scada,acces_refuse,echec
2026-03-21 14:42:28,t.robin,10.20.6.118,vpn,connexion_echouee,echec
2026-03-21 14:42:39,a.bernard,10.20.10.169,scada,export_donnees,succes
2026-03-21 14:43:41,admin.sys,10.20.1.194,api_espace_client,connexion_reussie,succes
2026-03-21 14:43:58,s.leroy,10.20.3.147,plateforme_data,connexion_reussie,succes
2026-03-21 14:44:36,a.bernard,10.20.5.210,vpn,connexion_reussie,succes
2026-03-21 14:46:40,c.dubois,10.20.4.16,plateforme_data,connexion_reussie,succes
2026-03-21 14:47:28,l.henry,10.20.5.80,api_espace_client,connexion_reussie,succes
2026-03-21 14:47:49,t.robin,10.20.6.177,vpn,connexion_echouee,echec
2026-03-21 14:49:26,svc_batch,10.20.12.30,api_espace_client,connexion_reussie,succes
2026-03-21 14:49:34,svc_batch,10.20.7.29,active_directory,connexion_reussie,succes
2026-03-21 14:50:12,prestataire_ext,10.20.9.59,scada,connexion_reussie,succes
2026-03-21 14:50:26,s.leroy,10.20.9.177,vpn,modification_config,succes
2026-03-21 14:54:32,p.garcia,10.20.10.138,portail_client,connexion_reussie,succes
2026-03-21 14:56:24,m.roux,10.20.1.187,active_directory,connexion_reussie,succes
2026-03-21 15:02:25,prestataire_ext,10.20.12.122,api_espace_client,connexion_reussie,succes
2026-03-21 15:03:48,t.robin,10.20.9.248,plateforme_data,export_donnees,succes
2026-03-21 15:05:56,f.petit,10.20.1.189,scada,connexion_reussie,succes
2026-03-21 15:08:13,s.leroy,10.20.3.122,serveur_bi,connexion_reussie,succes
2026-03-21 15:08:15,f.petit,10.20.12.18,scada,export_donnees,succes
2026-03-21 15:09:54,n.faure,10.20.2.191,plateforme_data,acces_refuse,echec
2026-03-21 15:12:21,j.morel,10.20.3.82,scada,modification_config,succes
