date,zone,temp_moyenne_c,temp_min_c,temp_max_c
2025-08-16,Centre-Ville,23.59,18.6,29.65
2025-08-17,Centre-Ville,20.19,16.03,28.83
2025-08-18,Centre-Ville,23.08,18.81,28.91
2025-08-19,Centre-Ville,20.45,15.84,25.77
2025-08-20,Centre-Ville,20.22,17.81,23.59
2025-08-21,Centre-Ville,20.84,15.61,24.28
2025-08-22,Centre-Ville,20.89,17.65,25.3
2025-08-23,Centre-Ville,20.78,17.74,25.89
2025-08-24,Centre-Ville,22.01,18.7,25.48
2025-08-25,Centre-Ville,19.78,15.81,21.28
2025-08-26,Centre-Ville,17.32,13.75,23.9
2025-08-27,Centre-Ville,21.27,16.31,25.85
2025-08-28,Centre-Ville,23.13,18.9,26.16
2025-08-29,Centre-Ville,20.37,14.24,24.52
2025-08-30,Centre-Ville,19.4,14.53,21.31
2025-08-31,Centre-Ville,21.64,19.39,26.32
2025-09-01,Centre-Ville,21.83,18.71,27.64
2025-09-02,Centre-Ville,20.08,14.88,25.58
2025-09-03,Centre-Ville,19.42,13.9,26.64
2025-09-04,Centre-Ville,20.12,17.84,26.08
2025-09-05,Centre-Ville,20.0,17.54,24.55
2025-09-06,Centre-Ville,22.29,19.97,30.27
2025-09-07,Centre-Ville,19.45,12.12,22.92
2025-09-08,Centre-Ville,22.3,14.7,25.73
2025-09-09,Centre-Ville,20.06,15.39,20.25
2025-09-10,Centre-Ville,21.38,18.7,27.76
2025-09-11,Centre-Ville,18.29,13.21,23.89
2025-09-12,Centre-Ville,22.9,17.95,28.18
2025-09-13,Centre-Ville,14.6,10.82,19.41
2025-09-14,Centre-Ville,19.22,14.97,22.78
2025-09-15,Centre-Ville,24.05,19.6,29.35
2025-09-16,Centre-Ville,19.92,14.01,22.31
2025-09-17,Centre-Ville,15.64,12.2,23.0
2025-09-18,Centre-Ville,19.67,17.6,22.98
2025-09-19,Centre-Ville,17.56,13.55,20.5
2025-09-20,Centre-Ville,18.22,16.22,24.09
2025-09-21,Centre-Ville,16.94,13.74,22.5
2025-09-22,Centre-Ville,18.65,15.09,23.78
2025-09-23,Centre-Ville,16.92,12.14,22.86
2025-09-24,Centre-Ville,16.14,14.73,21.87
2025-09-25,Centre-Ville,21.2,19.44,27.16
2025-09-26,Centre-Ville,17.77,15.42,19.02
2025-09-27,Centre-Ville,10.94,7.05,17.88
2025-09-28,Centre-Ville,15.54,11.17,22.22
2025-09-29,Centre-Ville,15.29,14.6,17.76
2025-09-30,Centre-Ville,13.33,8.74,18.55
2025-10-01,Centre-Ville,16.53,11.19,21.5
2025-10-02,Centre-Ville,16.12,11.11,19.48
2025-10-03,Centre-Ville,14.19,13.49,20.1
2025-10-04,Centre-Ville,15.41,11.71,21.21
2025-10-05,Centre-Ville,17.66,11.56,24.88
2025-10-06,Centre-Ville,14.46,8.09,18.09
2025-10-07,Centre-Ville,14.13,11.85,17.08
2025-10-08,Centre-Ville,14.63,13.02,22.87
2025-10-09,Centre-Ville,13.42,8.2,17.96
2025-10-10,Centre-Ville,15.58,11.78,20.8
2025-10-11,Centre-Ville,18.05,14.49,20.1
2025-10-12,Centre-Ville,15.85,9.23,16.62
2025-10-13,Centre-Ville,15.92,11.7,21.28
2025-10-14,Centre-Ville,12.39,7.13,15.74
2025-10-15,Centre-Ville,12.9,10.89,18.37
2025-10-16,Centre-Ville,12.0,9.05,16.23
2025-10-17,Centre-Ville,14.38,11.19,18.7
2025-10-18,Centre-Ville,14.68,8.58,16.98
2025-10-19,Centre-Ville,13.47,9.25,17.23
2025-10-20,Centre-Ville,16.66,11.92,23.08
2025-10-21,Centre-Ville,9.58,6.74,12.32
2025-10-22,Centre-Ville,9.51,4.81,15.08
2025-10-23,Centre-Ville,12.41,4.41,16.76
2025-10-24,Centre-Ville,11.26,8.71,14.5
2025-10-25,Centre-Ville,8.69,4.65,16.31
2025-10-26,Centre-Ville,11.94,9.89,20.09
2025-10-27,Centre-Ville,15.62,12.74,23.31
2025-10-28,Centre-Ville,15.4,11.07,21.42
2025-10-29,Centre-Ville,16.76,10.96,20.52
2025-10-30,Centre-Ville,6.8,3.69,13.09
2025-10-31,Centre-Ville,10.78,5.27,16.26
2025-11-01,Centre-Ville,12.81,6.29,17.13
2025-11-02,Centre-Ville,13.26,8.68,17.59
2025-11-03,Centre-Ville,13.91,7.89,17.58
2025-11-04,Centre-Ville,13.61,8.41,21.41
2025-11-05,Centre-Ville,10.72,4.33,15.45
2025-11-06,Centre-Ville,11.39,9.46,15.41
2025-11-07,Centre-Ville,9.91,4.6,14.51
2025-11-08,Centre-Ville,13.19,8.85,19.85
2025-11-09,Centre-Ville,9.23,2.89,14.02
2025-11-10,Centre-Ville,7.09,2.04,12.43
2025-11-11,Centre-Ville,10.52,8.4,18.18
2025-11-12,Centre-Ville,8.51,3.89,15.17
2025-11-13,Centre-Ville,11.02,4.51,18.72
2025-11-14,Centre-Ville,5.01,0.21,11.8
2025-11-15,Centre-Ville,11.23,6.31,16.26
2025-11-16,Centre-Ville,13.23,10.59,20.2
2025-11-17,Centre-Ville,14.1,9.01,18.35
2025-11-18,Centre-Ville,5.5,2.95,11.84
2025-11-19,Centre-Ville,6.15,4.05,9.61
2025-11-20,Centre-Ville,7.34,6.15,12.45
2025-11-21,Centre-Ville,8.86,6.46,15.96
2025-11-22,Centre-Ville,12.48,9.98,16.23
2025-11-23,Centre-Ville,10.06,4.86,17.44
2025-11-24,Centre-Ville,3.23,-0.6,7.25
2025-11-25,Centre-Ville,9.98,5.67,15.69
2025-11-26,Centre-Ville,6.74,2.92,9.96
2025-11-27,Centre-Ville,9.35,5.23,16.53
2025-11-28,Centre-Ville,7.72,5.4,11.23
2025-11-29,Centre-Ville,5.59,2.31,13.15
2025-11-30,Centre-Ville,8.25,5.49,15.69
2025-12-01,Centre-Ville,9.9,6.64,16.1
2025-12-02,Centre-Ville,6.41,3.69,6.96
2025-12-03,Centre-Ville,6.54,4.5,9.74
2025-12-04,Centre-Ville,6.73,-0.54,9.9
2025-12-05,Centre-Ville,9.28,4.48,14.21
2025-12-06,Centre-Ville,6.88,2.6,13.2
2025-12-07,Centre-Ville,1.83,-2.44,8.23
2025-12-08,Centre-Ville,5.6,0.72,7.99
2025-12-09,Centre-Ville,6.35,3.62,10.94
2025-12-10,Centre-Ville,2.07,-2.26,6.9
2025-12-11,Centre-Ville,4.8,0.5,8.49
2025-12-12,Centre-Ville,6.09,3.53,10.92
2025-12-13,Centre-Ville,5.2,0.11,10.77
2025-12-14,Centre-Ville,4.63,-1.62,9.9
2025-12-15,Centre-Ville,11.93,9.2,15.92
2025-12-16,Centre-Ville,5.45,2.13,8.31
2025-12-17,Centre-Ville,5.22,1.38,9.4
2025-12-18,Centre-Ville,6.34,3.66,8.6
2025-12-19,Centre-Ville,9.96,5.6,11.61
2025-12-20,Centre-Ville,9.24,3.71,18.23
2025-12-21,Centre-Ville,8.44,5.54,12.99
2025-12-22,Centre-Ville,3.85,-0.4,11.35
2025-12-23,Centre-Ville,7.81,3.35,16.51
2025-12-24,Centre-Ville,4.74,0.03,10.27
2025-12-25,Centre-Ville,5.11,-1.47,11.37
2025-12-26,Centre-Ville,3.94,-0.62,7.65
2025-12-27,Centre-Ville,1.48,-3.8,7.28
2025-12-28,Centre-Ville,4.9,0.54,7.4
2025-12-29,Centre-Ville,2.76,-1.61,8.95
2025-12-30,Centre-Ville,8.95,6.11,15.26
2025-12-31,Centre-Ville,7.12,2.09,13.22
2024-01-01,Plateau-Est,6.74,2.6,12.79
2024-01-02,Plateau-Est,3.31,-1.0,11.56
2024-01-03,Plateau-Est,6.0,0.35,11.31
2024-01-04,Plateau-Est,-0.53,-4.45,5.45
2024-01-05,Plateau-Est,0.21,-3.71,5.45
2024-01-06,Plateau-Est,2.75,-2.79,10.25
2024-01-07,Plateau-Est,5.62,1.33,12.49
2024-01-08,Plateau-Est,4.62,0.34,8.49
2024-01-09,Plateau-Est,1.74,-0.92,5.61
2024-01-10,Plateau-Est,2.43,2.07,3.66
2024-01-11,Plateau-Est,6.19,2.98,11.15
2024-01-12,Plateau-Est,4.39,2.44,9.19
2024-01-13,Plateau-Est,1.11,-4.88,3.15
2024-01-14,Plateau-Est,-1.69,-7.01,5.32
2024-01-15,Plateau-Est,3.67,-0.35,8.98
2024-01-16,Plateau-Est,0.95,-2.54,4.95
2024-01-17,Plateau-Est,1.71,-0.76,4.72
2024-01-18,Plateau-Est,6.39,1.58,12.2
2024-01-19,Plateau-Est,6.02,3.71,11.3
2024-01-20,Plateau-Est,1.77,-2.65,8.38
2024-01-21,Plateau-Est,5.05,1.34,8.0
2024-01-22,Plateau-Est,3.59,0.19,10.51
2024-01-23,Plateau-Est,3.66,-3.4,9.96
2024-01-24,Plateau-Est,3.13,-0.21,5.34
2024-01-25,Plateau-Est,3.13,-1.21,6.96
2024-01-26,Plateau-Est,0.63,-3.23,4.45
2024-01-27,Plateau-Est,0.39,-3.2,4.54
2024-01-28,Plateau-Est,-3.57,-6.33,2.2
2024-01-29,Plateau-Est,2.68,-0.69,9.87
2024-01-30,Plateau-Est,-1.02,-5.01,2.03
2024-01-31,Plateau-Est,0.92,-4.89,5.72
2024-02-01,Plateau-Est,1.94,-3.63,7.56
2024-02-02,Plateau-Est,-0.23,-4.7,7.32
2024-02-03,Plateau-Est,-0.6,-5.44,4.6
2024-02-04,Plateau-Est,5.47,0.75,9.25
2024-02-05,Plateau-Est,3.24,2.87,8.51
2024-02-06,Plateau-Est,2.32,0.0,9.48
2024-02-07,Plateau-Est,0.34,-2.34,2.71
2024-02-08,Plateau-Est,2.35,-3.66,7.66
2024-02-09,Plateau-Est,-0.23,-4.59,4.41
2024-02-10,Plateau-Est,2.34,-0.82,8.39
2024-02-11,Plateau-Est,3.75,0.34,9.39
2024-02-12,Plateau-Est,1.72,-1.33,7.98
2024-02-13,Plateau-Est,3.78,-0.34,10.03
2024-02-14,Plateau-Est,7.96,3.3,13.19
2024-02-15,Plateau-Est,1.94,-2.88,8.91
2024-02-16,Plateau-Est,7.25,3.71,11.32
2024-02-17,Plateau-Est,6.45,1.65,15.23
2024-02-18,Plateau-Est,3.84,0.19,9.01
2024-02-19,Plateau-Est,4.72,-0.96,10.41
2024-02-20,Plateau-Est,5.22,0.12,8.51
2024-02-21,Plateau-Est,0.95,-4.09,7.21
2024-02-22,Plateau-Est,8.22,5.76,14.61
2024-02-23,Plateau-Est,2.64,-3.49,9.62
2024-02-24,Plateau-Est,3.04,-1.26,7.32
2024-02-25,Plateau-Est,1.09,-4.67,8.27
2024-02-26,Plateau-Est,1.55,-4.09,7.73
2024-02-27,Plateau-Est,0.67,-2.19,2.8
2024-02-28,Plateau-Est,7.1,3.28,12.31
2024-02-29,Plateau-Est,0.98,-4.82,5.18
2024-03-01,Plateau-Est,2.87,-0.79,6.81
2024-03-02,Plateau-Est,4.4,-1.33,13.47
2024-03-03,Plateau-Est,-0.82,-3.98,4.12
2024-03-04,Plateau-Est,2.96,-2.98,9.96
2024-03-05,Plateau-Est,1.13,-4.61,7.92
2024-03-06,Plateau-Est,5.03,0.32,12.65
2024-03-07,Plateau-Est,3.22,-2.52,6.88
2024-03-08,Plateau-Est,6.45,2.2,10.33
2024-03-09,Plateau-Est,3.36,1.9,4.78
2024-03-10,Plateau-Est,5.82,5.01,11.0
2024-03-11,Plateau-Est,4.39,-1.66,10.78
2024-03-12,Plateau-Est,5.55,1.48,12.67
2024-03-13,Plateau-Est,6.29,2.36,10.99
2024-03-14,Plateau-Est,5.64,4.2,10.69
2024-03-15,Plateau-Est,10.8,6.28,16.61
2024-03-16,Plateau-Est,7.89,4.95,13.98
2024-03-17,Plateau-Est,5.46,0.97,11.77
2024-03-18,Plateau-Est,11.0,6.54,13.98
2024-03-19,Plateau-Est,7.24,1.08,7.47
2024-03-20,Plateau-Est,6.69,2.87,13.24
2024-03-21,Plateau-Est,3.44,-2.36,8.78
2024-03-22,Plateau-Est,7.02,0.98,13.76
2024-03-23,Plateau-Est,6.02,2.56,10.73
2024-03-24,Plateau-Est,7.71,3.11,15.06
2024-03-25,Plateau-Est,8.32,2.6,14.56
2024-03-26,Plateau-Est,5.85,1.06,10.95
2024-03-27,Plateau-Est,6.41,2.72,11.93
2024-03-28,Plateau-Est,11.64,5.94,18.26
2024-03-29,Plateau-Est,4.74,1.76,7.21
2024-03-30,Plateau-Est,3.73,-1.42,9.55
2024-03-31,Plateau-Est,9.29,3.57,14.44
2024-04-01,Plateau-Est,11.92,6.65,16.7
2024-04-02,Plateau-Est,10.3,7.14,14.02
2024-04-03,Plateau-Est,12.18,9.12,17.98
2024-04-04,Plateau-Est,8.02,2.99,10.0
2024-04-05,Plateau-Est,7.5,3.24,13.08
2024-04-06,Plateau-Est,7.31,3.21,13.32
2024-04-07,Plateau-Est,5.56,-0.97,8.62
2024-04-08,Plateau-Est,11.0,7.28,15.64
2024-04-09,Plateau-Est,7.98,3.67,13.94
2024-04-10,Plateau-Est,12.22,7.99,15.28
2024-04-11,Plateau-Est,9.73,3.79,16.33
2024-04-12,Plateau-Est,8.81,4.43,14.06
2024-04-13,Plateau-Est,10.23,5.63,14.18
2024-04-14,Plateau-Est,8.31,5.45,14.33
2024-04-15,Plateau-Est,9.62,5.16,15.22
2024-04-16,Plateau-Est,12.37,10.04,17.78
2024-04-17,Plateau-Est,10.98,7.47,14.64
2024-04-18,Plateau-Est,11.39,8.68,16.73
2024-04-19,Plateau-Est,8.25,7.07,13.25
2024-04-20,Plateau-Est,8.39,4.66,14.44
2024-04-21,Plateau-Est,11.49,8.4,13.32
2024-04-22,Plateau-Est,10.37,7.43,18.08
2024-04-23,Plateau-Est,15.6,9.52,25.51
2024-04-24,Plateau-Est,15.3,11.09,21.2
2024-04-25,Plateau-Est,10.98,6.4,18.81
2024-04-26,Plateau-Est,11.33,7.63,20.15
2024-04-27,Plateau-Est,16.21,12.51,21.06
2024-04-28,Plateau-Est,7.36,1.67,13.58
2024-04-29,Plateau-Est,14.04,9.92,22.52
2024-04-30,Plateau-Est,16.25,14.3,20.36
2024-05-01,Plateau-Est,13.7,8.65,21.37
2024-05-02,Plateau-Est,11.56,6.66,14.2
2024-05-03,Plateau-Est,18.73,17.08,22.06
2024-05-04,Plateau-Est,12.72,8.8,17.65
2024-05-05,Plateau-Est,16.67,13.79,24.4
2024-05-06,Plateau-Est,12.13,10.61,21.38
2024-05-07,Plateau-Est,14.93,10.51,22.89
2024-05-08,Plateau-Est,16.16,14.65,22.37
2024-05-09,Plateau-Est,11.44,8.57,17.08
2024-05-10,Plateau-Est,16.76,15.45,22.83
2024-05-11,Plateau-Est,11.14,8.66,16.12
2024-05-12,Plateau-Est,17.33,11.08,22.91
2024-05-13,Plateau-Est,12.71,7.57,18.71
2024-05-14,Plateau-Est,16.56,11.9,24.2
2024-05-15,Plateau-Est,15.98,12.14,21.67
2024-05-16,Plateau-Est,16.36,9.55,20.71
2024-05-17,Plateau-Est,16.37,13.54,22.21
2024-05-18,Plateau-Est,17.8,12.88,24.32
2024-05-19,Plateau-Est,15.08,8.37,19.66
2024-05-20,Plateau-Est,12.77,10.06,18.3
2024-05-21,Plateau-Est,14.38,9.45,18.16
2024-05-22,Plateau-Est,20.98,16.64,23.78
2024-05-23,Plateau-Est,12.05,6.47,16.2
2024-05-24,Plateau-Est,13.96,11.8,15.55
2024-05-25,Plateau-Est,15.55,12.04,21.81
2024-05-26,Plateau-Est,13.15,10.97,21.91
2024-05-27,Plateau-Est,19.45,14.97,23.35
2024-05-28,Plateau-Est,14.83,9.12,19.25
2024-05-29,Plateau-Est,14.68,12.04,22.74
2024-05-30,Plateau-Est,18.73,14.64,21.81
2024-05-31,Plateau-Est,15.99,10.82,20.76
2024-06-01,Plateau-Est,16.86,13.58,22.25
2024-06-02,Plateau-Est,17.77,13.55,22.34
2024-06-03,Plateau-Est,17.53,13.42,23.83
2024-06-04,Plateau-Est,17.69,13.62,24.87
2024-06-05,Plateau-Est,17.89,12.64,21.39
2024-06-06,Plateau-Est,18.37,12.4,22.56
2024-06-07,Plateau-Est,16.41,9.52,20.69
2024-06-08,Plateau-Est,17.76,13.86,23.39
2024-06-09,Plateau-Est,18.44,13.62,21.47
2024-06-10,Plateau-Est,20.08,14.13,24.4
2024-06-11,Plateau-Est,18.06,12.88,22.85
2024-06-12,Plateau-Est,18.0,16.3,24.79
2024-06-13,Plateau-Est,17.1,14.31,20.27
2024-06-14,Plateau-Est,15.66,10.81,19.44
2024-06-15,Plateau-Est,19.78,16.26,25.41
2024-06-16,Plateau-Est,15.14,8.66,19.25
2024-06-17,Plateau-Est,20.26,16.42,27.15
2024-06-18,Plateau-Est,20.78,16.57,25.91
2024-06-19,Plateau-Est,18.99,14.32,23.41
2024-06-20,Plateau-Est,21.46,17.33,23.72
2024-06-21,Plateau-Est,21.46,16.87,27.13
2024-06-22,Plateau-Est,19.06,14.84,23.04
2024-06-23,Plateau-Est,19.86,15.94,21.03
2024-06-24,Plateau-Est,19.49,13.43,25.09
2024-06-25,Plateau-Est,17.93,14.75,22.99
2024-06-26,Plateau-Est,17.9,16.97,22.26
2024-06-27,Plateau-Est,18.58,14.57,25.08
2024-06-28,Plateau-Est,19.27,14.33,27.44
2024-06-29,Plateau-Est,22.08,17.36,25.5
2024-06-30,Plateau-Est,20.89,13.87,24.71
2024-07-01,Plateau-Est,17.56,13.48,23.46
2024-07-02,Plateau-Est,16.8,13.75,21.37
2024-07-03,Plateau-Est,22.21,15.16,24.1
2024-07-04,Plateau-Est,20.94,15.07,26.53
2024-07-05,Plateau-Est,17.55,14.16,23.93
2024-07-06,Plateau-Est,21.26,17.85,27.73
2024-07-07,Plateau-Est,20.68,17.55,25.2
2024-07-08,Plateau-Est,20.15,15.38,30.87
2024-07-09,Plateau-Est,21.15,18.34,27.38
2024-07-10,Plateau-Est,20.65,16.64,25.95
2024-07-11,Plateau-Est,21.12,17.32,24.53
2024-07-12,Plateau-Est,20.65,17.37,26.71
2024-07-13,Plateau-Est,16.74,12.12,21.87
2024-07-14,Plateau-Est,18.81,15.35,23.92
2024-07-15,Plateau-Est,15.19,9.81,19.51
2024-07-16,Plateau-Est,23.51,18.24,27.02
2024-07-17,Plateau-Est,19.93,15.8,24.19
2024-07-18,Plateau-Est,20.18,17.26,23.85
2024-07-19,Plateau-Est,24.2,18.56,28.34
2024-07-20,Plateau-Est,22.69,19.92,26.24
2024-07-21,Plateau-Est,19.92,13.85,26.29
2024-07-22,Plateau-Est,18.48,15.5,22.66
2024-07-23,Plateau-Est,17.88,14.13,25.94
2024-07-24,Plateau-Est,15.43,13.89,22.41
2024-07-25,Plateau-Est,20.32,15.84,24.32
2024-07-26,Plateau-Est,19.1,15.17,25.74
2024-07-27,Plateau-Est,19.61,17.01,22.97
2024-07-28,Plateau-Est,23.56,19.14,26.76
2024-07-29,Plateau-Est,21.83,19.77,26.0
2024-07-30,Plateau-Est,17.02,12.29,20.95
2024-07-31,Plateau-Est,17.95,14.1,24.47
2024-08-01,Plateau-Est,23.5,18.38,28.04
2024-08-02,Plateau-Est,21.55,15.85,29.16
2024-08-03,Plateau-Est,19.28,13.62,25.95
2024-08-04,Plateau-Est,16.99,13.52,23.96
2024-08-05,Plateau-Est,17.72,13.56,20.34
2024-08-06,Plateau-Est,23.65,20.42,30.58
2024-08-07,Plateau-Est,19.17,15.7,22.48
2024-08-08,Plateau-Est,21.21,15.91,25.08
2024-08-09,Plateau-Est,16.25,12.42,19.67
2024-08-10,Plateau-Est,19.94,15.58,24.67
2024-08-11,Plateau-Est,21.89,16.32,29.49
2024-08-12,Plateau-Est,17.27,13.48,26.3
2024-08-13,Plateau-Est,17.72,11.35,23.55
2024-08-14,Plateau-Est,19.79,15.97,23.79
2024-08-15,Plateau-Est,14.72,11.83,21.32
2024-08-16,Plateau-Est,15.54,12.43,22.21
2024-08-17,Plateau-Est,17.42,12.42,21.12
2024-08-18,Plateau-Est,16.52,14.55,21.49
2024-08-19,Plateau-Est,22.46,19.21,28.55
2024-08-20,Plateau-Est,17.53,13.18,19.12
2024-08-21,Plateau-Est,21.01,17.96,28.04
2024-08-22,Plateau-Est,21.13,19.42,28.41
2024-08-23,Plateau-Est,16.06,13.83,20.38
2024-08-24,Plateau-Est,19.96,15.41,25.27
2024-08-25,Plateau-Est,18.7,15.0,25.02
2024-08-26,Plateau-Est,17.93,12.95,20.18
2024-08-27,Plateau-Est,16.3,12.79,18.87
2024-08-28,Plateau-Est,18.53,15.34,24.3
2024-08-29,Plateau-Est,16.85,12.78,24.61
2024-08-30,Plateau-Est,16.65,11.8,22.41
2024-08-31,Plateau-Est,14.36,10.31,20.1
2024-09-01,Plateau-Est,22.04,18.83,27.81
2024-09-02,Plateau-Est,14.1,8.39,20.15
2024-09-03,Plateau-Est,18.79,14.9,24.53
2024-09-04,Plateau-Est,15.58,11.94,20.16
2024-09-05,Plateau-Est,16.72,14.26,23.47
2024-09-06,Plateau-Est,20.46,14.47,25.58
2024-09-07,Plateau-Est,14.95,11.61,19.0
2024-09-08,Plateau-Est,17.55,15.07,23.48
2024-09-09,Plateau-Est,19.8,13.68,25.75
2024-09-10,Plateau-Est,17.67,12.83,21.79
2024-09-11,Plateau-Est,16.56,7.61,19.5
2024-09-12,Plateau-Est,20.37,18.8,22.68
2024-09-13,Plateau-Est,12.31,7.15,15.93
2024-09-14,Plateau-Est,12.61,12.25,14.38
2024-09-15,Plateau-Est,14.74,9.41,16.86
2024-09-16,Plateau-Est,18.46,14.02,22.72
2024-09-17,Plateau-Est,22.23,15.74,28.75
2024-09-18,Plateau-Est,14.12,11.57,22.41
2024-09-19,Plateau-Est,19.08,14.98,26.21
2024-09-20,Plateau-Est,13.71,8.37,19.86
2024-09-21,Plateau-Est,15.4,11.8,20.99
2024-09-22,Plateau-Est,14.69,12.3,17.39
2024-09-23,Plateau-Est,16.19,10.05,18.62
2024-09-24,Plateau-Est,16.05,11.64,19.23
2024-09-25,Plateau-Est,15.15,10.11,19.33
2024-09-26,Plateau-Est,15.1,10.19,20.21
2024-09-27,Plateau-Est,12.77,8.46,16.55
2024-09-28,Plateau-Est,15.58,9.94,22.68
2024-09-29,Plateau-Est,12.45,5.03,16.14
2024-09-30,Plateau-Est,16.38,12.56,18.63
2024-10-01,Plateau-Est,14.66,14.09,20.23
2024-10-02,Plateau-Est,17.11,12.5,22.45
2024-10-03,Plateau-Est,16.1,12.22,23.63
2024-10-04,Plateau-Est,9.43,5.83,14.45
2024-10-05,Plateau-Est,17.16,11.26,22.09
2024-10-06,Plateau-Est,12.57,7.31,19.6
2024-10-07,Plateau-Est,9.48,6.11,11.74
2024-10-08,Plateau-Est,14.6,11.7,20.11
2024-10-09,Plateau-Est,15.73,11.74,22.34
2024-10-10,Plateau-Est,13.72,9.48,17.06
2024-10-11,Plateau-Est,12.29,6.08,15.21
2024-10-12,Plateau-Est,11.75,6.62,18.08
2024-10-13,Plateau-Est,13.33,12.01,16.77
2024-10-14,Plateau-Est,7.16,3.25,10.59
2024-10-15,Plateau-Est,11.53,7.31,14.2
2024-10-16,Plateau-Est,11.1,6.06,17.92
2024-10-17,Plateau-Est,13.46,9.05,16.93
2024-10-18,Plateau-Est,12.28,7.95,18.43
2024-10-19,Plateau-Est,11.04,5.74,13.41
2024-10-20,Plateau-Est,10.47,6.64,15.99
2024-10-21,Plateau-Est,9.39,7.98,15.27
2024-10-22,Plateau-Est,9.22,6.5,14.25
2024-10-23,Plateau-Est,10.0,3.99,16.06
2024-10-24,Plateau-Est,6.66,2.14,9.86
2024-10-25,Plateau-Est,9.8,4.61,16.11
2024-10-26,Plateau-Est,10.57,7.04,16.01
2024-10-27,Plateau-Est,13.66,11.2,20.39
2024-10-28,Plateau-Est,8.91,5.01,14.29
2024-10-29,Plateau-Est,9.76,6.8,16.92
2024-10-30,Plateau-Est,14.44,8.36,18.07
2024-10-31,Plateau-Est,11.15,8.11,16.26
2024-11-01,Plateau-Est,13.45,8.74,19.13
2024-11-02,Plateau-Est,7.29,4.63,12.42
2024-11-03,Plateau-Est,10.25,4.96,16.14
2024-11-04,Plateau-Est,7.45,4.59,13.87
2024-11-05,Plateau-Est,9.1,5.15,13.04
2024-11-06,Plateau-Est,10.72,6.75,14.53
2024-11-07,Plateau-Est,6.34,5.13,11.27
2024-11-08,Plateau-Est,4.46,1.81,10.44
2024-11-09,Plateau-Est,2.52,-2.57,7.85
2024-11-10,Plateau-Est,11.94,9.27,16.89
2024-11-11,Plateau-Est,9.76,8.25,16.34
2024-11-12,Plateau-Est,7.05,1.27,12.62
2024-11-13,Plateau-Est,6.92,2.56,10.09
2024-11-14,Plateau-Est,8.86,6.37,12.71
2024-11-15,Plateau-Est,5.27,0.33,8.49
2024-11-16,Plateau-Est,7.52,5.18,12.53
2024-11-17,Plateau-Est,5.88,2.34,8.62
2024-11-18,Plateau-Est,7.31,-0.58,12.46
2024-11-19,Plateau-Est,2.43,-5.58,6.58
2024-11-20,Plateau-Est,9.47,5.13,12.03
2024-11-21,Plateau-Est,8.1,3.49,11.16
2024-11-22,Plateau-Est,1.54,-3.65,5.7
2024-11-23,Plateau-Est,5.19,2.76,10.75
2024-11-24,Plateau-Est,9.7,3.38,14.62
2024-11-25,Plateau-Est,7.82,5.64,11.76
2024-11-26,Plateau-Est,10.05,5.47,14.82
2024-11-27,Plateau-Est,4.23,0.13,8.68
2024-11-28,Plateau-Est,2.99,-1.75,10.58
2024-11-29,Plateau-Est,12.04,5.61,18.98
2024-11-30,Plateau-Est,1.69,-5.31,7.85
2024-12-01,Plateau-Est,2.18,0.45,8.29
2024-12-02,Plateau-Est,7.8,2.05,12.5
2024-12-03,Plateau-Est,4.65,0.88,7.7
2024-12-04,Plateau-Est,6.22,2.53,6.6
2024-12-05,Plateau-Est,5.14,1.58,11.16
2024-12-06,Plateau-Est,4.21,0.32,8.18
2024-12-07,Plateau-Est,4.94,0.41,11.47
2024-12-08,Plateau-Est,7.32,1.48,11.59
2024-12-09,Plateau-Est,8.66,5.59,12.44
2024-12-10,Plateau-Est,1.8,-1.23,5.0
2024-12-11,Plateau-Est,0.73,-0.99,4.16
2024-12-12,Plateau-Est,3.87,-1.27,11.31
2024-12-13,Plateau-Est,5.97,2.2,13.4
2024-12-14,Plateau-Est,4.57,2.59,9.51
2024-12-15,Plateau-Est,1.06,0.29,7.95
2024-12-16,Plateau-Est,6.33,0.28,11.57
2024-12-17,Plateau-Est,4.51,0.8,10.15
2024-12-18,Plateau-Est,5.15,3.07,11.43
2024-12-19,Plateau-Est,9.31,3.92,15.47
2024-12-20,Plateau-Est,1.16,-0.59,6.89
2024-12-21,Plateau-Est,0.51,-2.97,5.19
2024-12-22,Plateau-Est,-0.68,-5.66,5.81
2024-12-23,Plateau-Est,4.91,0.57,7.73
2024-12-24,Plateau-Est,2.92,0.41,6.63
2024-12-25,Plateau-Est,-0.97,-5.95,4.59
2024-12-26,Plateau-Est,2.2,-2.32,7.87
2024-12-27,Plateau-Est,1.08,-1.72,6.3
2024-12-28,Plateau-Est,-0.52,-4.81,3.48
2024-12-29,Plateau-Est,0.34,-3.02,4.35
2024-12-30,Plateau-Est,2.85,-0.02,6.9
2024-12-31,Plateau-Est,3.58,1.55,6.55
2025-01-01,Plateau-Est,-2.01,-5.54,1.88
2025-01-02,Plateau-Est,0.81,-2.32,9.58
2025-01-03,Plateau-Est,0.99,-1.38,5.66
2025-01-04,Plateau-Est,3.25,-0.97,8.35
2025-01-05,Plateau-Est,5.94,1.48,10.87
2025-01-06,Plateau-Est,1.55,-3.85,7.68
2025-01-07,Plateau-Est,-1.67,-7.74,3.62
2025-01-08,Plateau-Est,2.08,-5.22,11.62
2025-01-09,Plateau-Est,4.76,-0.6,9.86
